GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
1400000US11001002501,11001002501,"Census Tract 25.01, District of Columbia, District of Columbia",1095,53,48893,20174,28.3,6.5,194000,51858,56.5,6.5,19178,7935,0.0,2.9,-,**,2.9,2.4,"250,000+",***,0.0,2.9,-,**,9.2,6.0,98715,39266,3.0,1.9,-,**,21.6,7.3,84412,39835,22.9,5.1,223542,50796,0.0,2.9,-,**,32.1,5.5,157292,59607,35.6,7.5,97917,38889,32.3,6.8,11207,1514,576,103,65625,45265,55.7,12.1,144485,81492,44.3,12.1,46850,18605,45.3,11.3,219531,46060,39.4,12.5,26625,22642,15.3,10.2,44500,8365,519,92,18849,6461,58.4,14.2,13092,5980,47.8,14.5,11679,1786,10.6,7.5,128594,112844,41.6,14.2,23226,16500,34.3,14.0,21765,6217,7.3,5.6,220000,143017,51.1,(X),(X),(X),49.5,(X),(X),(X),48.0,(X),(X),(X)
1400000US11001002502,11001002502,"Census Tract 25.02, District of Columbia, District of Columbia",2467,143,65129,9685,26.7,6.1,127674,35499,47.3,7.7,34063,12779,0.3,0.7,-,**,5.8,3.4,76429,34469,0.0,1.3,-,**,15.0,6.9,57518,22045,4.9,2.8,76157,37841,26.7,7.3,59148,9218,19.7,4.6,152829,28768,3.2,3.1,-,**,55.0,6.6,86250,21652,31.7,6.9,-,**,10.2,3.4,28992,7907,1017,207,71941,21765,43.3,11.4,-,**,56.7,11.4,72543,24391,60.3,11.4,133340,16408,34.1,11.7,45469,30597,5.6,5.8,-,**,1450,206,55484,20367,40.3,9.0,42104,38335,28.2,7.8,30853,13679,12.1,6.6,111200,12367,59.7,9.0,57460,28170,41.0,10.2,46902,20534,18.7,7.6,113438,79544,52.0,(X),(X),(X),67.9,(X),(X),(X),40.8,(X),(X),(X)
1400000US11001002600,11001002600,"Census Tract 26, District of Columbia, District of Columbia",983,56,142417,57608,49.7,6.6,191513,29096,39.2,6.0,122031,24251,0.0,3.2,-,**,3.9,2.0,156250,118196,0.9,1.4,-,**,4.0,3.9,"250,000+",***,2.3,1.6,-,**,9.6,5.6,-,**,44.7,6.9,194145,45706,0.4,0.7,-,**,26.7,5.9,97000,51767,43.8,5.6,218580,35883,29.1,4.8,116429,24635,650,61,187500,17859,42.2,7.4,223929,29936,57.8,7.4,155500,42280,79.5,7.0,217670,27706,14.0,6.2,112292,67896,6.5,5.5,-,**,333,63,67639,13729,61.6,13.6,55625,10938,50.8,13.9,50875,11625,10.8,5.9,84167,49939,38.4,13.6,-,**,17.4,10.3,63571,41021,21.0,11.5,"250,000+",***,24.2,(X),(X),(X),24.3,(X),(X),(X),22.2,(X),(X),(X)
1400000US11001002701,11001002701,"Census Tract 27.01, District of Columbia, District of Columbia",2780,145,54780,9438,66.2,6.8,60037,16893,16.0,5.0,53885,14548,0.7,1.3,-,**,2.7,1.9,-,**,0.0,1.2,-,**,10.2,6.5,-,**,4.2,3.3,69085,34747,27.3,9.4,23935,5974,49.1,8.8,90491,14021,2.9,2.0,32500,30698,60.9,7.4,63903,11968,25.3,7.4,53519,23225,10.9,3.0,-,**,1040,211,-,**,57.7,12.4,-,**,42.3,12.4,101667,49857,62.7,13.7,99575,47850,22.0,12.4,-,**,15.3,9.3,25375,23025,1740,231,53750,6516,46.4,9.7,54133,7863,40.3,9.0,53839,8811,6.1,4.4,110048,83002,53.6,9.7,52195,15789,45.6,11.0,50884,8139,8.0,6.7,188658,50415,26.9,(X),(X),(X),39.3,(X),(X),(X),17.2,(X),(X),(X)
1400000US11001002702,11001002702,"Census Tract 27.02, District of Columbia, District of Columbia",2394,117,76541,10210,70.7,6.2,95329,19540,20.1,6.4,17090,14579,0.0,1.3,-,**,1.7,1.4,230417,184831,0.0,1.3,-,**,3.8,3.4,87197,17862,3.6,2.9,-,**,19.4,5.4,39912,30881,60.4,5.6,124219,32004,1.3,1.3,-,**,50.7,4.9,96579,14179,34.9,5.6,58931,23539,13.1,4.6,-,**,1034,166,111346,59190,38.8,8.9,200795,107893,61.2,8.9,91518,38549,73.3,12.0,172500,49810,20.4,11.6,-,**,6.3,6.4,38925,665,1360,171,68403,14904,53.8,9.3,75234,13767,36.3,8.9,52765,16084,17.6,4.7,141493,83087,46.2,9.3,63011,21430,31.1,9.8,26283,24983,15.1,7.2,158523,147241,38.2,(X),(X),(X),36.4,(X),(X),(X),37.3,(X),(X),(X)
1400000US11001002801,11001002801,"Census Tract 28.01, District of Columbia, District of Columbia",1653,108,47610,7455,29.3,6.8,68906,22170,47.1,6.7,37031,11344,0.0,1.9,-,**,5.5,3.1,-,**,0.0,1.9,-,**,15.4,7.0,47563,26574,2.7,2.2,62778,47329,25.2,5.7,41842,26119,22.6,4.8,93056,23029,5.6,4.0,59628,30327,57.1,6.8,48509,8157,26.8,7.1,45036,20392,10.5,3.9,25694,21934,735,137,39183,10545,51.7,14.4,-,**,48.3,14.4,46845,16508,43.0,14.5,62935,20348,24.9,13.1,19041,15883,32.1,15.1,37821,16712,918,153,46375,10522,49.0,10.5,50429,20470,36.4,9.8,28564,6988,12.6,4.9,84286,34156,51.0,10.5,44032,14275,40.5,10.3,42903,21674,10.5,5.4,125750,83642,35.9,(X),(X),(X),52.8,(X),(X),(X),19.7,(X),(X),(X)
1400000US11001002802,11001002802,"Census Tract 28.02, District of Columbia, District of Columbia",1997,106,57652,13056,40.1,6.4,97757,11539,31.9,4.8,18039,8579,0.0,1.6,-,**,9.4,3.9,77206,32049,0.0,1.6,-,**,17.3,6.2,37361,8081,1.3,1.5,-,**,30.7,6.0,40352,11555,27.4,5.3,118281,20995,7.7,4.2,17390,2637,60.5,6.3,64464,17897,15.6,5.5,82019,17693,16.2,4.6,22929,10720,822,127,39551,9990,42.6,12.2,26413,4960,57.4,12.2,58827,13250,46.4,13.0,82708,52303,38.9,13.5,18775,14288,14.7,8.9,58179,13769,1175,129,67361,16519,55.4,10.0,56438,22899,40.3,9.4,42228,27995,15.1,6.0,141429,74982,44.6,10.0,72788,9257,30.0,8.5,51500,43984,14.6,8.2,128611,85489,35.8,(X),(X),(X),38.8,(X),(X),(X),32.4,(X),(X),(X)
1400000US11001002900,11001002900,"Census Tract 29, District of Columbia, District of Columbia",1551,90,93672,14979,57.7,5.1,130703,28728,26.6,4.4,71923,22817,0.0,2.1,-,**,1.7,1.9,-,**,0.0,2.1,-,**,12.1,4.2,59792,27760,2.0,1.9,38194,29073,21.3,4.4,58973,10114,50.6,5.3,145324,20705,5.4,2.5,54464,30493,57.9,6.7,106500,23937,26.2,5.7,74485,11401,10.6,2.7,83214,46232,588,89,83900,30239,38.3,10.4,84931,31523,61.7,10.4,72438,52642,54.9,10.1,102366,75650,32.7,9.9,67188,60844,12.4,6.1,29034,19309,963,100,92734,17986,49.9,8.3,77434,27269,24.6,7.4,56394,8580,25.3,8.9,150242,17717,50.1,8.3,101667,21493,24.3,7.3,85000,16347,25.8,7.8,136250,58450,38.8,(X),(X),(X),41.0,(X),(X),(X),34.1,(X),(X),(X)
1400000US11001003000,11001003000,"Census Tract 30, District of Columbia, District of Columbia",1440,85,77609,15153,48.3,5.7,126333,23192,45.5,5.6,20938,8247,0.6,0.9,-,**,1.8,1.7,-,**,0.0,2.2,-,**,2.4,1.9,-,**,1.4,1.5,-,**,10.4,4.1,-,**,40.9,5.5,138472,22245,6.4,3.6,-,**,51.1,7.3,106071,21970,24.9,6.0,39375,18598,17.6,4.0,-,**,623,109,-,**,44.0,12.9,21818,21560,56.0,12.9,119453,35121,50.1,10.8,134750,17157,47.0,11.1,-,**,2.9,3.1,-,**,817,108,79922,16037,49.3,9.9,65417,27134,30.6,8.3,47778,37828,18.7,7.6,84196,22696,50.7,9.9,92813,26078,24.2,9.0,-,**,26.4,8.2,155556,30327,39.7,(X),(X),(X),45.6,(X),(X),(X),33.8,(X),(X),(X)
1400000US11001003100,11001003100,"Census Tract 31, District of Columbia, District of Columbia",1188,77,84278,10382,42.8,6.6,111250,30347,32.8,6.7,42105,18192,0.0,2.7,-,**,3.9,3.2,171204,59259,0.0,2.7,-,**,15.2,5.6,53333,30953,5.4,4.2,-,**,22.6,6.2,77250,43076,36.6,6.8,107917,24280,1.7,1.5,-,**,46.5,7.9,103472,19432,35.4,7.6,73167,38348,16.5,4.6,38833,16272,546,106,73500,43940,38.5,12.6,-,**,61.5,12.6,101538,67610,60.6,13.0,136705,84583,24.2,11.2,-,**,15.2,10.4,56793,20429,642,109,84911,16925,48.4,13.1,81094,12002,30.7,10.0,67917,18881,17.8,8.2,91875,39617,51.6,13.1,102039,31210,23.1,9.9,80536,17266,28.5,11.2,125391,31486,34.6,(X),(X),(X),31.9,(X),(X),(X),35.4,(X),(X),(X)
1400000US11001003200,11001003200,"Census Tract 32, District of Columbia, District of Columbia",1658,127,86307,18577,40.3,6.3,140833,20429,42.7,5.6,70000,24162,0.0,1.9,-,**,3.5,3.0,-,**,0.0,1.9,-,**,13.5,6.8,44141,24297,0.0,1.9,-,**,24.8,7.1,54205,35128,30.9,5.7,163438,43584,6.2,4.9,-,**,46.1,6.2,112500,18179,28.5,6.2,56111,48272,19.2,4.1,80139,36817,931,150,94213,36565,35.3,8.0,53352,34853,64.7,8.0,129722,26551,51.8,10.1,144821,53640,32.5,8.8,83304,47303,15.7,9.1,-,**,727,142,70250,29657,55.8,13.0,50000,17607,41.7,12.2,42529,7917,14.2,7.2,113750,108063,44.2,13.0,98750,41349,20.2,10.0,-,**,23.9,11.9,120988,30055,41.7,(X),(X),(X),39.0,(X),(X),(X),42.4,(X),(X),(X)
1400000US11001003301,11001003301,"Census Tract 33.01, District of Columbia, District of Columbia",1566,91,118198,26776,40.9,7.3,160268,29837,49.6,7.1,77400,15115,0.0,2.1,-,**,2.5,1.9,-,**,0.0,2.1,-,**,3.6,3.1,-,**,3.4,2.2,208542,35831,7.3,4.1,-,**,36.8,6.6,160179,31688,3.6,3.4,70625,44671,56.7,7.0,153125,45520,27.3,6.0,118558,49876,12.3,2.9,75083,18684,597,119,150583,47162,35.3,10.7,185260,71811,64.7,10.7,131500,47620,63.1,10.8,190179,30095,32.3,10.6,80664,9833,4.5,4.1,200089,110670,969,119,90060,35025,41.5,8.4,83667,26763,27.6,8.2,78594,12561,13.9,6.6,195114,108562,58.5,8.4,92125,64389,36.4,9.9,66895,10498,22.1,7.4,195484,63428,41.2,(X),(X),(X),45.9,(X),(X),(X),38.3,(X),(X),(X)
1400000US11001003302,11001003302,"Census Tract 33.02, District of Columbia, District of Columbia",869,79,121375,27700,52.4,7.5,147250,34490,39.8,7.8,97000,37793,0.2,0.5,-,**,5.3,3.2,143125,42147,0.0,3.7,-,**,0.7,1.1,-,**,1.6,1.6,-,**,4.0,2.0,167917,109620,49.0,7.3,135714,35944,2.6,2.2,104712,54183,59.5,6.0,133750,42668,27.4,6.1,145833,18971,10.5,4.0,21250,7414,388,74,145417,13562,48.7,11.3,154531,22137,51.3,11.3,138875,31963,65.5,11.9,180167,41858,22.7,10.9,-,**,11.9,8.0,117500,38099,481,71,102250,18306,51.8,10.4,91875,11788,26.4,8.6,-,**,25.4,8.4,113125,44886,48.2,10.4,109265,44314,24.1,7.4,76250,9351,24.1,9.9,152381,35560,30.8,(X),(X),(X),20.9,(X),(X),(X),36.8,(X),(X),(X)
1400000US11001003400,11001003400,"Census Tract 34, District of Columbia, District of Columbia",1163,106,87535,18714,34.1,6.3,152708,107648,53.3,7.3,28167,11545,0.0,2.8,-,**,3.4,2.6,-,**,0.0,2.8,-,**,2.0,3.2,-,**,7.1,5.1,-,**,10.7,5.6,109375,95134,32.1,6.1,190391,118008,1.2,1.4,-,**,51.3,7.3,127831,15821,31.0,7.3,29833,27456,16.5,5.4,15217,6447,498,109,80750,27960,39.0,15.7,63654,35142,61.0,15.7,89500,42539,43.2,15.4,131583,46214,40.8,17.2,27958,9606,16.1,10.5,-,**,665,135,71094,45351,57.7,11.5,49688,43807,40.5,12.5,19531,17424,17.3,10.1,-,**,42.3,11.5,100284,22626,26.5,9.1,-,**,15.8,8.4,-,**,41.4,(X),(X),(X),53.8,(X),(X),(X),31.6,(X),(X),(X)
1400000US11001003500,11001003500,"Census Tract 35, District of Columbia, District of Columbia",1194,56,77500,20801,33.4,5.5,136779,4027,51.5,6.3,18250,7358,0.0,2.7,-,**,9.7,4.3,115833,90963,0.0,2.7,-,**,1.3,2.0,-,**,4.1,2.2,94375,67367,4.8,3.0,85625,82000,30.3,5.2,137404,4244,3.8,2.5,17404,9742,54.7,6.7,98194,27628,25.7,6.2,86979,45977,15.8,4.2,14145,3924,412,81,90595,24821,32.0,11.9,-,**,68.0,11.9,111875,26435,53.4,12.2,137500,7085,30.8,9.3,29896,10599,15.8,10.3,-,**,782,80,62667,27550,40.3,7.9,17064,7154,30.2,7.8,13000,5805,10.1,5.3,111563,76605,59.7,7.9,86635,16152,38.2,8.9,-,**,21.5,6.1,171500,36404,37.9,(X),(X),(X),39.6,(X),(X),(X),34.7,(X),(X),(X)
1400000US11001003600,11001003600,"Census Tract 36, District of Columbia, District of Columbia",2124,146,92288,9518,57.7,7.2,116948,33423,28.6,5.9,43505,32264,0.0,1.5,-,**,5.8,4.1,-,**,0.0,1.5,-,**,5.5,2.7,-,**,2.4,3.0,-,**,16.1,5.2,-,**,47.1,8.3,113875,36197,6.3,3.7,-,**,63.7,6.9,102258,36047,21.0,7.4,91432,27737,9.1,4.7,35469,27056,666,150,76884,21982,38.9,11.4,44911,32755,61.1,11.4,91563,24733,61.4,13.8,94890,69701,30.8,13.4,35172,12239,7.8,9.5,-,**,1458,195,100000,24260,32.6,9.3,93750,21745,19.8,8.6,63056,35748,12.9,4.7,139063,50215,67.4,9.3,104079,59168,37.4,9.8,67574,34181,30.0,10.4,152997,7554,28.7,(X),(X),(X),36.9,(X),(X),(X),24.5,(X),(X),(X)
1400000US11001003700,11001003700,"Census Tract 37, District of Columbia, District of Columbia",2549,150,79904,24620,54.6,5.8,115052,11463,30.8,5.7,40272,16275,0.5,0.9,-,**,4.4,2.3,152552,63166,0.0,1.3,-,**,8.4,4.7,35284,15910,1.2,2.0,-,**,20.1,5.3,37244,13766,46.6,5.5,116719,10062,3.6,2.8,-,**,63.0,5.6,105913,16681,24.4,5.1,-,**,9.0,2.8,26641,19431,854,142,41207,7743,40.2,12.6,23507,11162,59.8,12.6,72750,42921,46.1,11.7,134773,47146,53.2,11.4,25200,11696,0.7,1.3,-,**,1695,186,105713,10998,36.1,9.5,78500,59754,25.3,8.7,50900,12483,10.9,5.8,106406,15782,63.9,9.5,108078,5984,36.2,9.0,77455,25278,27.7,9.5,116007,20586,35.0,(X),(X),(X),36.5,(X),(X),(X),33.6,(X),(X),(X)
1400000US11001003800,11001003800,"Census Tract 38, District of Columbia, District of Columbia",2727,147,95454,8331,72.2,6.4,99198,15769,17.2,5.7,60119,44017,0.0,1.2,-,**,3.5,2.4,-,**,0.0,1.2,-,**,3.3,3.7,-,**,3.9,2.6,-,**,12.1,4.1,61328,18669,62.3,6.2,108207,19180,2.0,2.2,-,**,61.0,5.3,115729,25708,28.2,5.2,60506,45058,8.8,3.6,76450,21765,806,167,163333,38714,35.1,9.9,152163,109943,64.9,9.9,164063,51096,80.0,11.5,199663,47507,10.0,6.8,-,**,9.9,11.1,-,**,1921,208,87740,9971,51.3,8.4,86250,13299,37.6,8.3,72043,19513,13.7,4.6,120625,40019,48.7,8.4,87932,14595,34.6,7.7,74531,24526,14.1,5.9,120083,64789,22.1,(X),(X),(X),18.1,(X),(X),(X),23.8,(X),(X),(X)
1400000US11001003900,11001003900,"Census Tract 39, District of Columbia, District of Columbia",2652,197,91009,5070,83.1,5.0,91809,5808,11.8,4.1,59681,43292,0.8,1.3,-,**,2.1,1.8,109118,99208,0.0,1.2,-,**,0.0,1.2,-,**,2.3,2.2,86800,50405,12.9,4.2,91827,34534,73.3,4.8,92614,9389,2.4,2.2,"2,500-",***,63.1,4.7,94398,7238,23.2,5.3,91296,23397,11.3,4.5,49327,42099,714,157,144706,44761,15.8,6.7,196484,146699,84.2,6.7,143309,36586,91.7,6.1,168713,40289,4.2,4.8,-,**,4.1,4.8,-,**,1938,216,77419,13960,55.5,9.6,75563,17931,43.4,8.9,59980,10419,12.1,5.4,114298,38847,44.5,9.6,87813,14773,32.9,8.8,65781,19753,11.6,4.7,163625,60856,19.8,(X),(X),(X),27.2,(X),(X),(X),16.2,(X),(X),(X)
1400000US11001004001,11001004001,"Census Tract 40.01, District of Columbia, District of Columbia",2219,106,117055,8650,86.4,5.2,119574,12281,1.8,1.3,"250,000+",***,0.0,1.5,-,**,7.9,5.1,115662,63426,0.0,1.5,-,**,2.3,0.7,-,**,1.6,2.0,-,**,5.4,2.4,71818,42808,83.4,5.7,121406,14237,2.9,2.7,75304,23437,53.0,5.7,114896,14932,33.3,5.8,134491,44232,10.8,3.5,122823,39761,650,136,193750,32817,31.5,10.7,230815,59795,68.5,10.7,189018,19458,94.6,6.0,189018,32519,3.5,5.1,-,**,1.8,3.1,-,**,1569,153,92408,26629,47.9,9.3,97708,24924,30.4,7.4,85529,23381,17.5,7.5,120391,27768,52.1,9.3,92325,39309,35.8,7.8,61991,33814,16.3,7.3,144792,99709,24.0,(X),(X),(X),19.5,(X),(X),(X),24.3,(X),(X),(X)
1400000US11001004002,11001004002,"Census Tract 40.02, District of Columbia, District of Columbia",1825,106,97125,9333,86.1,4.5,100000,7998,6.2,3.7,90887,7723,0.0,1.8,-,**,4.9,3.2,85924,44840,0.0,1.8,-,**,0.0,1.8,-,**,2.7,1.9,94000,82044,9.2,4.4,-,**,78.1,5.3,102042,7810,5.7,2.6,89286,53971,64.9,4.8,94063,7482,21.2,4.4,126950,16913,8.2,2.5,64432,54808,515,108,126679,18965,26.4,14.0,126625,101297,73.6,14.0,126750,20378,83.7,11.8,133750,20361,8.9,10.3,91855,33775,7.4,5.7,-,**,1310,121,86957,7313,51.4,7.6,84934,12170,36.3,6.7,64821,19922,15.0,4.6,110550,15550,48.6,7.6,89821,12995,39.7,7.8,85441,13034,8.9,4.2,129625,78382,16.5,(X),(X),(X),22.3,(X),(X),(X),13.2,(X),(X),(X)
1400000US11001004100,11001004100,"Census Tract 41, District of Columbia, District of Columbia",1460,122,132431,15106,87.9,5.2,136806,23058,2.2,1.8,138409,90563,0.0,2.2,-,**,3.8,2.8,-,**,0.0,2.2,-,**,3.3,3.4,90500,32993,2.7,2.2,-,**,8.6,5.3,103295,49008,82.7,6.2,145809,25301,0.8,1.1,-,**,39.3,6.1,95556,36455,34.4,6.3,146250,37330,25.5,4.6,187500,71941,577,79,209904,33076,36.0,8.9,214286,97477,64.0,8.9,208942,25574,91.7,5.8,208750,32778,4.7,4.3,136563,109563,3.6,3.9,-,**,883,117,94315,12597,53.1,9.2,88142,11161,41.1,9.0,83819,14179,12.0,5.5,102500,97264,46.9,9.2,121875,38597,29.8,8.1,93427,13818,17.1,8.0,145125,30099,20.8,(X),(X),(X),24.6,(X),(X),(X),17.7,(X),(X),(X)
1400000US11001004201,11001004201,"Census Tract 42.01, District of Columbia, District of Columbia",2157,90,104818,14276,81.3,5.5,104896,14379,8.4,4.7,-,**,0.0,1.5,-,**,5.3,3.2,93542,52128,0.0,1.5,-,**,1.9,3.0,-,**,3.1,2.8,184323,42585,5.6,3.4,-,**,76.9,6.1,110167,17500,3.4,2.6,-,**,69.1,5.2,104816,14942,20.4,4.2,132098,36066,7.1,2.0,-,**,383,132,124327,68069,17.8,11.7,188594,128959,82.2,11.7,117422,64867,89.0,9.5,147917,82815,11.0,9.5,61071,50790,0.0,8.1,-,**,1774,151,101919,7824,39.3,7.9,103199,7994,24.6,6.7,81534,23325,14.7,5.6,123929,11693,60.7,7.9,97316,23579,40.4,6.7,84013,14344,20.3,7.2,184115,30764,23.7,(X),(X),(X),12.3,(X),(X),(X),26.2,(X),(X),(X)
1400000US11001004202,11001004202,"Census Tract 42.02, District of Columbia, District of Columbia",1637,117,105538,7444,85.5,5.8,106593,8990,1.2,1.3,-,**,0.4,0.6,-,**,6.5,3.2,-,**,0.0,2.0,-,**,2.4,3.2,-,**,4.0,2.6,69375,53620,12.5,5.8,105107,43752,76.6,7.1,109079,14583,4.9,2.1,44474,3012,63.0,6.2,103152,11141,23.6,5.7,110000,33124,8.5,3.4,133906,98960,299,87,170694,31507,16.7,8.9,145000,2835,83.3,8.9,175625,19217,88.6,8.6,166458,38593,3.0,4.9,-,**,8.4,7.2,"250,000+",***,1338,122,87258,22170,50.4,7.9,72164,14295,35.0,7.3,68944,3776,15.4,5.1,130139,27745,49.6,7.9,105500,14021,44.2,8.2,103529,22746,5.4,4.0,"250,000+",***,21.3,(X),(X),(X),15.1,(X),(X),(X),22.7,(X),(X),(X)
1400000US11001004300,11001004300,"Census Tract 43, District of Columbia, District of Columbia",2049,118,84375,28485,62.5,6.6,114219,15965,26.7,5.7,26161,15679,0.0,1.6,-,**,2.8,2.3,121500,90596,0.0,1.6,-,**,3.8,2.0,53424,27786,4.2,2.6,136917,129472,9.4,3.4,57647,18078,57.5,6.4,116094,15261,3.7,2.4,-,**,53.9,5.7,89167,29757,27.4,4.6,120046,20781,15.1,5.0,18125,9601,606,124,135833,12087,24.9,10.0,-,**,75.1,10.0,135635,18401,70.1,9.6,146830,29575,25.7,8.6,-,**,4.1,4.7,-,**,1443,152,72319,11090,48.7,8.8,62019,11276,38.0,8.1,43491,11747,10.7,4.2,145595,28587,51.3,8.8,107250,22747,35.8,8.2,77917,41017,15.5,5.7,172875,55859,28.2,(X),(X),(X),51.2,(X),(X),(X),18.0,(X),(X),(X)
1400000US11001004400,11001004400,"Census Tract 44, District of Columbia, District of Columbia",2764,107,154402,21696,72.8,6.3,172475,17851,16.4,5.3,-,**,0.0,1.2,-,**,5.1,2.9,125139,50820,0.0,1.2,-,**,2.0,2.5,-,**,3.8,3.0,96250,89549,7.1,3.5,47426,33560,69.4,6.2,173750,16127,4.2,2.3,76193,55870,61.5,5.0,174861,23471,24.8,4.5,155333,38622,9.5,3.6,-,**,790,145,188500,14923,34.4,8.4,194018,49463,65.6,8.4,187209,28121,91.9,7.0,188333,37427,8.1,7.0,195294,146839,0.0,4.0,-,**,1974,163,123409,21534,50.5,6.9,101346,16817,28.9,7.5,92768,75468,21.5,7.1,126779,71771,49.5,6.9,159583,32199,29.8,6.3,132679,33007,19.7,6.0,193977,31079,30.0,(X),(X),(X),40.6,(X),(X),(X),25.7,(X),(X),(X)
1400000US11001004600,11001004600,"Census Tract 46, District of Columbia, District of Columbia",1270,96,92738,27258,40.2,8.1,134712,33094,55.1,8.1,33571,20998,0.0,2.5,-,**,4.6,2.9,-,**,0.0,2.5,-,**,0.0,2.5,-,**,0.0,2.5,-,**,3.5,2.9,-,**,38.4,8.1,137273,34647,5.8,4.1,-,**,44.6,6.8,133077,26699,36.7,7.7,35250,16736,12.9,4.6,46731,37865,401,94,133942,31758,42.6,15.2,135281,35249,57.4,15.2,116563,52967,50.9,12.4,137250,12816,40.4,12.6,83333,77641,8.7,8.3,-,**,869,113,51979,39811,56.3,9.9,24583,17774,43.4,9.5,21414,5655,12.9,6.0,104375,9259,43.7,9.9,98654,48788,28.0,9.3,52188,44684,15.8,7.1,168911,65118,39.1,(X),(X),(X),23.9,(X),(X),(X),45.7,(X),(X),(X)
1400000US11001004701,11001004701,"Census Tract 47.01, District of Columbia, District of Columbia",2430,156,29643,19481,21.5,5.0,93750,22414,62.8,5.9,20268,7668,0.0,1.3,-,**,12.3,4.1,-,**,0.0,1.3,-,**,0.9,1.3,-,**,2.6,2.2,-,**,4.8,3.0,-,**,18.6,5.2,101157,22111,1.8,1.4,-,**,47.9,7.7,80216,26766,34.6,8.8,15097,6929,15.8,5.8,23266,9115,843,190,29229,24721,53.3,12.9,28134,12654,46.7,12.9,-,**,28.7,8.2,155625,66443,71.3,8.2,23125,9055,0.0,3.8,-,**,1587,201,29023,24292,51.0,8.5,14688,4715,44.6,9.0,13702,4941,6.4,3.7,-,**,49.0,8.5,70758,27054,39.3,9.3,50272,41151,9.8,4.4,142361,83181,40.7,(X),(X),(X),60.7,(X),(X),(X),30.1,(X),(X),(X)
1400000US11001004702,11001004702,"Census Tract 47.02, District of Columbia, District of Columbia",1540,62,100179,9311,59.9,5.9,112125,20901,27.9,6.0,52614,19582,0.0,2.1,-,**,6.1,2.0,122500,72298,0.0,2.1,-,**,2.2,1.7,33333,18984,3.9,2.2,214000,139012,6.6,3.6,69500,45426,56.2,5.8,117250,20031,7.2,2.8,35417,10893,66.9,5.5,102773,6909,21.5,4.9,178125,90212,4.4,2.3,-,**,373,64,152250,57834,34.3,9.2,50326,29050,65.7,9.2,192847,13406,67.0,11.3,187212,14387,28.4,11.2,19457,16463,4.6,4.0,-,**,1167,85,93856,10819,49.3,6.9,83456,16432,37.6,6.5,74063,29603,11.7,3.3,141250,42368,50.7,6.9,104655,16965,38.5,7.1,92250,24483,12.3,3.8,168438,52074,31.0,(X),(X),(X),43.7,(X),(X),(X),26.9,(X),(X),(X)
